0.44 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.01 	|y= -0.03 	|z= -0.25	Mag:	|x= 1.88 	|y= -0.75 	|z= -31.19	loadCell: 590.05Orient:	|x= 359.56 	|y= 0.44 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.06 	|z= -0.12	Linear:	|x= 0.00 	|y= -0.02 	|z= -0.22	Mag:	|x= 2.56 	|y= -1.50 	|z= -32.00	Accl:	|x= 0.08 	|y= 0.88 	|z= 9.53	Accl:	|x= 0.76		
loadCell: 590.05|y= 0.44 	|z= -5.25	 9.76		
	
6		
 9.76		
		
		
26	Mag:	|x= 3.00 	|y= -1.50 	|z= -31.56	Accl:	|x= 0.09 	|y= 0.89 	|z= 9.50	Accl:	|x= 0.08 	|y= 0.90 	|z= 9.76		
loadCell: 589.94Orient:	|x= 359.56 	|y= 0.44 	|z= -5.25	Rot:	|x= -0.12 	|y= 0.19 	|z= 0.06	Linear:	|x= 0.00 	|y= 0.00 	|z= -0.22	Mag:	|x= 3.00 	|y= -1.06 	|z= -31.56	Accl:	|x= 0.08 	|y= 0.89 	|z= 9.53	Accl:	|x= 0.08 	|y= 0.90 	|z= 9.76		
loadCell: 587.52Orient:	|x= 359.69 	|y= 1.12 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.56 	|z= 0.12	Linear:	|x= -0.20 	|y= -0.03 	|z= -0.48	Mag:	|x= 2.06 	|y= -0.25 	|z= -19.75	Accl:	|x= -0.01 	|y= 0.87 	|z= 9.27	Accl:	|x= 0.19 	|y= 0.90 	|z= 9.76		
loadCell: 589.07Orient:	|x= 359.69 	|y= 1.06 	|z= -5.25	Rot:	|x= -0.06 	|y= 1.06 	|z= 0.00	Linear:	|x= -0.17 	|y= -0.01 	|z= -0.43	Mag:	|x= 2.38 	|y= -0.56 	|z= -20.19	Accl:	|x= 0.01 	|y= 0.89 	|z= 9.32	Accl:	|x= 0.18 	|y= 0.90 	|z= 9.76		
loadCell: 590.17Orient:	|x= 359.69 	|y= 1.12 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.12 	|z= -0.06	Linear:	|x= 0.01 	|y= -0.09 	|z= 0.02	Mag:	|x= 2.06 	|y= -0.25 	|z= -18.56	Accl:	|x= 0.21 	|y= 0.81 	|z= 9.78	Accl:	|x= 0.19 	|y= 0.90 	|z= 9.76		
loadCell: 590.96Orient:	|x= 359.69 	|y= 1.06 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.50 	|z= 0.00	Linear:	|x= -0.04 	|y= 0.03 	|z= -0.33	Mag:	|x= 2.06 	|y= 0.06 	|z= -20.87	Accl:	|x= 0.13 	|y= 0.93 	|z= 9.48	Accl:	|x= 0.19 	|y= 0.90 	|z= 9.76		
loadCell: 592.86Orient:	|x= 359.69 	|y= 1.06 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.37 	|z= -0.12	Linear:	|x= -0.01 	|y= -0.08 	|z= -0.16	Mag:	|x= 1.69 	|y= 0.50 	|z= -19.75	Accl:	|x= 0.17 	|y= 0.82 	|z= 9.59	Accl:	|x= 0.18 	|y= 0.90 	|z= 9.76		
loadCell: 595.62Orient:	|x= 359.69 	|y= 1.06 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.12 	|z= 0.06	Linear:	|x= 0.04 	|y= -0.01 	|z= 0.00	Mag:	|x= 2.38 	|y= -0.56 	|z= -20.87	Accl:	|x= 0.22 	|y= 0.88 	|z= 9.76	Accl:	|x= 0.18 	|y= 0.90 	|z= 9.76		
loadCell: 599.70Orient:	|x= 359.69 	|y= 1.00 	|z= -5.25	Rot:	|x= 0.06 	|y= -1.00 	|z= 0.06	Linear:	|x= -0.03 	|y= 0.01 	|z= -0.11	Mag:	|x= 1.69 	|y= -0.56 	|z= -19.75	Accl:	|x= 0.14 	|y= 0.91 	|z= 9.64	Accl:	|x= 0.18 	|y= 0.90 	|z= 9.76		
loadCell: 602.71Orient:	|x= 359.69 	|y= 1.00 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.44 	|z= -0.12	Linear:	|x= -0.22 	|y= -0.01 	|z= -0.52	Mag:	|x= 2.06 	|y= -0.25 	|z= -20.19	Accl:	|x= 0.00 	|y= 0.82 	|z= 9.47	Accl:	|x= 0.17 	|y= 0.90 	|z= 9.76		
loadCell: 605.11Orient:	|x= 359.69 	|y= 1.00 	|z= -5.25	Rot:	|x= -0.12 	|y= 0.88 	|z= 0.00	Linear:	|x= -0.06 	|y= -0.08 	|z= -0.34	Mag:	|x= 1.69 	|y= -1.37 	|z= -20.50	Accl:	|x= 0.11 	|y= 0.81 	|z= 9.41	Accl:	|x= 0.17 	|y= 0.90 	|z= 9.76		
loadCell: 608.30Orient:	|x= 359.69 	|y= 1.00 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.31 	|z= -0.06	Linear:	|x= 0.03 	|y= -0.05 	|z= 0.00	Mag:	|x= 2.38 	|y= -1.37 	|z= -19.75	Accl:	|x= 0.20 	|y= 0.84 	|z= 9.75	Accl:	|x= 0.17 	|y= 0.90 	|z= 9.76		
loadCell: 610.97Orient:	|x= 359.69 	|y= 0.94 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.56 	|z= -0.12	Linear:	|x= 0.03 	|y= -0.09 	|z= -0.10	Mag:	|x= 2.06 	|y= -0.56 	|z= -20.19	Accl:	|x= 0.24 	|y= 0.81 	|z= 9.73	Accl:	|x= 0.16 	|y= 0.90 	|z= 9.76		
loadCell: 611.39Orient:	|x= 359.69 	|y= 0.88 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.19 	|y= -0.10 	|z= -0.36	Mag:	|x= 2.38 	|y= -0.25 	|z= -19.75	Accl:	|x= -0.03 	|y= 0.79 	|z= 9.39	Accl:	|x= 0.15 	|y= 0.90 	|z= 9.76		
loadCell: 610.66Orient:	|x= 359.69 	|y= 0.88 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.37 	|z= 0.00	Linear:	|x= 0.00 	|y= -0.01 	|z= -0.20	Mag:	|x= 2.38 	|y= -1.00 	|z= -20.50	Accl:	|x= 0.16 	|y= 0.89 	|z= 9.56	Accl:	|x= 0.15 	|y= 0.90 	|z= 9.76		
loadCell: 609.65Orient:	|x= 359.69 	|y= 0.88 	|z= -5.25	Rot:	|x= 0.12 	|y= -0.56 	|z= 0.00	Linear:	|x= -0.15 	|y= -0.13 	|z= -0.31	Mag:	|x= 2.38 	|y= -0.56 	|z= -19.37	Accl:	|x= 0.03 	|y= 0.83 	|z= 9.44	Accl:	|x= 0.15 	|y= 0.90 	|z= 9.76		
loadCell: 607.48Orient:	|x= 359.69 	|y= 0.88 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.44 	|z= 0.12	Linear:	|x= -0.15 	|y= 0.00 	|z= -0.40	Mag:	|x= 1.69 	|y= -0.56 	|z= -20.50	Accl:	|x= 0.00 	|y= 0.90 	|z= 9.36	Accl:	|x= 0.15 	|y= 0.90 	|z= 9.76		
loadCell: 607.32Orient:	|x= 359.69 	|y= 0.88 	|z= -5.25	Rot:	|x= 0.12 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.01 	|y= -0.05 	|z= -0.09	Mag:	|x= 1.25 	|y= -0.56 	|z= -20.87	Accl:	|x= 0.13 	|y= 0.84 	|z= 9.66	Accl:	|x= 0.15 	|y= 0.90 	|z= 9.76		
loadCell: 605.80Orient:	|x= 359.69 	|y= 0.88 	|z= -5.25	Rot:	|x= -0.06 	|y= -1.06 	|z= 0.06	Linear:	|x= -0.04 	|y= 0.00 	|z= -0.20	Mag:	|x= 2.06 	|y= -0.56 	|z= -20.19	Accl:	|x= 0.11 	|y= 0.90 	|z= 9.56	Accl:	|x= 0.15 	|y= 0.90 	|z= 9.76		
loadCell: 602.73Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.12 	|z= 0.06	Linear:	|x= -0.11 	|y= -0.10 	|z= -0.28	Mag:	|x= 2.06 	|y= 0.06 	|z= -20.19	Accl:	|x= 0.03 	|y= 0.80 	|z= 9.47	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 599.86Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.06 	|z= 0.12	Linear:	|x= 0.05 	|y= 0.04 	|z= 0.01	Mag:	|x= 2.75 	|y= 0.06 	|z= -19.00	Accl:	|x= 0.20 	|y= 0.94 	|z= 9.78	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 597.38Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.37 	|z= -0.19	Linear:	|x= -0.03 	|y= -0.14 	|z= -0.14	Mag:	|x= 2.06 	|y= -1.00 	|z= -19.75	Accl:	|x= 0.15 	|y= 0.82 	|z= 9.63	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 595.61Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.12 	|z= 0.00	Linear:	|x= -0.04 	|y= -0.06 	|z= -0.11	Mag:	|x= 2.38 	|y= 0.06 	|z= -20.50	Accl:	|x= 0.10 	|y= 0.83 	|z= 9.64	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 593.87Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.12 	|z= -0.19	Linear:	|x= -0.05 	|y= -0.09 	|z= -0.28	Mag:	|x= 2.06 	|y= -0.56 	|z= -21.25	Accl:	|x= 0.09 	|y= 0.81 	|z= 9.48	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 589.44Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.63 	|z= 0.00	Linear:	|x= -0.13 	|y= -0.10 	|z= -0.32	Mag:	|x= 2.06 	|y= -1.00 	|z= -20.50	Accl:	|x= 0.00 	|y= 0.80 	|z= 9.44	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 582.84Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.25 	|z= -0.31	Linear:	|x= -0.06 	|y= -0.16 	|z= -0.33	Mag:	|x= 2.75 	|y= -1.00 	|z= -20.50	Accl:	|x= 0.07 	|y= 0.74 	|z= 9.43	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 576.96Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= -0.12 	|y= -0.06 	|z= 0.25	Linear:	|x= -0.02 	|y= -0.08 	|z= -0.31	Mag:	|x= 1.69 	|y= -1.00 	|z= -20.50	Accl:	|x= 0.11 	|y= 0.81 	|z= 9.45	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 569.88Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.00 	|z= -0.12	Linear:	|x= -0.11 	|y= -0.25 	|z= -0.45	Mag:	|x= 2.75 	|y= -1.00 	|z= -20.19	Accl:	|x= 0.23 	|y= 1.04 	|z= 9.74	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 563.87Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= -0.19 	|y= 0.00 	|z= -0.12	Linear:	|x= -0.10 	|y= 0.04 	|z= -0.10	Mag:	|x= 3.06 	|y= -0.56 	|z= -20.87	Accl:	|x= 0.03 	|y= 0.94 	|z= 9.66	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 557.89Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.56 	|z= 0.00	Linear:	|x= -0.07 	|y= 0.13 	|z= -0.35	Mag:	|x= 2.38 	|y= -0.25 	|z= -20.19	Accl:	|x= 0.06 	|y= 1.03 	|z= 9.40	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 553.31Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.37 	|z= 0.31	Linear:	|x= -0.06 	|y= 0.13 	|z= -0.16	Mag:	|x= 2.38 	|y= -1.75 	|z= -20.87	Accl:	|x= 0.14 	|y= 1.01 	|z= 9.59	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 549.62Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.12 	|z= 0.19	Linear:	|x= -0.08 	|y= 0.08 	|z= -0.32	Mag:	|x= 3.06 	|y= 0.06 	|z= -20.50	Accl:	|x= 0.05 	|y= 0.98 	|z= 9.43	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 546.60Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= -0.12 	|y= 0.31 	|z= 0.00	Linear:	|x= -0.06 	|y= -0.07 	|z= -0.17	Mag:	|x= 2.75 	|y= -0.25 	|z= -19.00	Accl:	|x= 0.07 	|y= 0.82 	|z= 9.58	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 545.41Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.56 	|z= 0.19	Linear:	|x= 0.06 	|y= 0.03 	|z= -0.08	Mag:	|x= 2.38 	|y= 0.06 	|z= -20.50	Accl:	|x= 0.20 	|y= 0.93 	|z= 9.67	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 543.40Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.25 	|z= -0.19	Linear:	|x= -0.10 	|y= 0.00 	|z= -0.34	Mag:	|x= 2.06 	|y= -1.37 	|z= -20.50	Accl:	|x= 0.03 	|y= 0.90 	|z= 9.42	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 540.37Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.50 	|z= 0.00	Linear:	|x= -0.15 	|y= -0.08 	|z= -0.43	Mag:	|x= 1.69 	|y= -0.25 	|z= -20.19	Accl:	|x= -0.03 	|y= 0.83 	|z= 9.36	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 538.49Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.12 	|z= 0.12	Linear:	|x= -0.05 	|y= 0.02 	|z= -0.29	Mag:	|x= 2.38 	|y= 0.06 	|z= -20.19	Accl:	|x= 0.07 	|y= 0.93 	|z= 9.46	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 536.09Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.37 	|z= 0.19	Linear:	|x= -0.02 	|y= 0.10 	|z= -0.16	Mag:	|x= 2.75 	|y= -0.56 	|z= -20.19	Accl:	|x= 0.10 	|y= 1.01 	|z= 9.60	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 533.50Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.75 	|z= -0.12	Linear:	|x= 0.01 	|y= -0.02 	|z= -0.14	Mag:	|x= 2.38 	|y= 0.50 	|z= -19.00	Accl:	|x= 0.17 	|y= 0.83 	|z= 9.72	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 530.59Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.19 	|y= -0.37 	|z= 0.00	Linear:	|x= -0.16 	|y= 0.09 	|z= -0.39	Mag:	|x= 1.69 	|y= -0.25 	|z= -20.19	Accl:	|x= -0.02 	|y= 0.99 	|z= 9.36	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 527.82Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.44 	|z= 0.19	Linear:	|x= -0.02 	|y= 0.22 	|z= -0.39	Mag:	|x= 2.75 	|y= -0.56 	|z= -21.25	Accl:	|x= 0.11 	|y= 1.13 	|z= 9.37	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 525.39Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.31 	|z= -0.06	Linear:	|x= -0.15 	|y= 0.19 	|z= -0.25	Mag:	|x= 1.69 	|y= -0.56 	|z= -20.50	Accl:	|x= -0.01 	|y= 1.10 	|z= 9.50	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 523.72Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.25 	|z= 0.00	Linear:	|x= -0.08 	|y= 0.01 	|z= -0.38	Mag:	|x= 2.06 	|y= -1.00 	|z= -19.75	Accl:	|x= 0.05 	|y= 0.92 	|z= 9.37	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 522.50Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.06 	|z= -0.12	Linear:	|x= -0.11 	|y= 0.10 	|z= -0.26	Mag:	|x= 2.38 	|y= -1.00 	|z= -20.19	Accl:	|x= 0.01 	|y= 1.00 	|z= 9.49	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 521.73Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.06 	|z= -0.06	Linear:	|x= -0.06 	|y= -0.07 	|z= -0.35	Mag:	|x= 2.38 	|y= -0.25 	|z= -20.19	Accl:	|x= 0.07 	|y= 0.82 	|z= 9.40	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 521.47Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.12 	|y= -0.19 	|z= -0.06	Linear:	|x= -0.11 	|y= 0.03 	|z= -0.36	Mag:	|x= 2.06 	|y= -1.37 	|z= -20.19	Accl:	|x= 0.01 	|y= 0.93 	|z= 9.39	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 520.44Orient:	|x= 359.69 	|y= 0.69 	|z= -5.25	Rot:	|x= -0.06 	|y= 1.06 	|z= 0.06	Linear:	|x= -0.20 	|y= -0.16 	|z= -0.60	Mag:	|x= 2.06 	|y= -0.25 	|z= -20.87	Accl:	|x= -0.07 	|y= 0.73 	|z= 9.15	Accl:	|x= 0.12 	|y= 0.90 	|z= 9.76		
loadCell: 520.44Orient:	|x= 359.69 	|y= 0.81 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.37 	|z= 0.00	Linear:	|x= 0.08 	|y= -0.25 	|z= -0.05	Mag:	|x= 2.38 	|y= -1.00 	|z= -20.19	Accl:	|x= 0.23 	|y= 1.04 	|z= 9.70	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 520.46Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= -1.69 	|z= 0.44	Linear:	|x= 0.04 	|y= 0.10 	|z= -0.13	Mag:	|x= 2.38 	|y= -1.00 	|z= -20.50	Accl:	|x= 0.18 	|y= 1.01 	|z= 9.62	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 520.45Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.12 	|y= 0.12 	|z= 0.25	Linear:	|x= -0.18 	|y= 0.04 	|z= -0.43	Mag:	|x= 2.06 	|y= 0.50 	|z= -19.00	Accl:	|x= -0.05 	|y= 0.94 	|z= 9.33	Accl:	|x= 0.12 	|y= 0.90 	|z= 9.76		
loadCell: 520.86Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.81 	|z= 0.06	Linear:	|x= -0.20 	|y= 0.10 	|z= -0.45	Mag:	|x= 1.69 	|y= -0.56 	|z= -20.50	Accl:	|x= -0.07 	|y= 1.01 	|z= 9.30	Accl:	|x= 0.12 	|y= 0.90 	|z= 9.76		
loadCell: 520.91Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.31 	|z= 0.00	Linear:	|x= 0.04 	|y= -0.03 	|z= -0.13	Mag:	|x= 2.38 	|y= -0.25 	|z= -20.19	Accl:	|x= 0.17 	|y= 0.86 	|z= 9.62	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 520.27Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.12 	|y= -0.44 	|z= -0.31	Linear:	|x= -0.11 	|y= -0.05 	|z= -0.23	Mag:	|x= 2.38 	|y= -0.25 	|z= -19.25	Accl:	|x= 0.00 	|y= 0.76 	|z= 9.55	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 519.92Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.25 	|z= -0.25	Linear:	|x= -0.04 	|y= -0.12 	|z= -0.41	Mag:	|x= 2.75 	|y= -1.00 	|z= -20.87	Accl:	|x= 0.08 	|y= 0.77 	|z= 9.35	Accl:	|x= 0.12 	|y= 0.90 	|z= 9.76		
loadCell: 518.86Orient:	|x= 359.69 	|y= 0.69 	|z= -5.25	Rot:	|x= 0.12 	|y= 0.88 	|z= -0.12	Linear:	|x= -0.26 	|y= -0.09 	|z= -0.54	Mag:	|x= 2.06 	|y= -0.56 	|z= -20.50	Accl:	|x= -0.13 	|y= 0.80 	|z= 9.21	Accl:	|x= 0.12 	|y= 0.90 	|z= 9.76		
loadCell: 518.48Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.12 	|y= 0.50 	|z= -0.06	Linear:	|x= -0.01 	|y= 0.03 	|z= -0.18	Mag:	|x= 1.69 	|y= -1.00 	|z= -21.25	Accl:	|x= 0.02 	|y= 0.90 	|z= 9.51	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 517.11Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.25 	|z= -0.06	Linear:	|x= -0.02 	|y= 0.00 	|z= -0.23	Mag:	|x= 2.38 	|y= 0.06 	|z= -20.87	Accl:	|x= 0.11 	|y= 0.91 	|z= 9.53	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 517.40Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.56 	|z= 0.06	Linear:	|x= -0.05 	|y= 0.05 	|z= -0.24	Mag:	|x= 2.06 	|y= -0.56 	|z= -19.00	Accl:	|x= 0.08 	|y= 0.96 	|z= 9.51	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 516.91Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.81 	|z= 0.25	Linear:	|x= -0.05 	|y= 0.14 	|z= -0.27	Mag:	|x= 2.06 	|y= 0.06 	|z= -20.50	Accl:	|x= 0.08 	|y= 1.05 	|z= 9.48	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 518.06Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.31 	|z= 0.12	Linear:	|x= 0.16 	|y= 0.09 	|z= 0.00	Mag:	|x= 2.06 	|y= -1.75 	|z= -20.50	Accl:	|x= 0.29 	|y= 0.99 	|z= 9.76	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 519.33Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.12 	|y= -0.63 	|z= 0.00	Linear:	|x= 0.00 	|y= 0.06 	|z= -0.09	Mag:	|x= 2.75 	|y= -1.00 	|z= -20.19	Accl:	|x= 0.13 	|y= 0.97 	|z= 9.67	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 521.13Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.19 	|z= 0.25	Linear:	|x= 0.04 	|y= 0.10 	|z= -0.15	Mag:	|x= 2.06 	|y= -0.25 	|z= -21.25	Accl:	|x= 0.17 	|y= 1.01 	|z= 9.61	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 523.25Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.12 	|y= -0.06 	|z= 0.31	Linear:	|x= -0.07 	|y= 0.06 	|z= -0.20	Mag:	|x= 2.38 	|y= -0.25 	|z= -20.19	Accl:	|x= 0.05 	|y= 0.97 	|z= 9.56	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 525.38Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.06 	|z= -0.19	Linear:	|x= 0.01 	|y= 0.04 	|z= -0.23	Mag:	|x= 2.06 	|y= -0.25 	|z= -19.75	Accl:	|x= 0.14 	|y= 0.95 	|z= 9.52	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 527.53Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.69 	|z= -0.06	Linear:	|x= -0.06 	|y= -0.04 	|z= -0.27	Mag:	|x= 2.06 	|y= -0.56 	|z= -20.50	Accl:	|x= 0.07 	|y= 0.85 	|z= 9.43	Accl:	|x= 0.12 	|y= 0.90 	|z= 9.76		
loadCell: 528.57Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.00 	|z= -0.19	Linear:	|x= 0.00 	|y= -0.09 	|z= -0.31	Mag:	|x= 2.38 	|y= 0.06 	|z= -20.87	Accl:	|x= 0.11 	|y= 0.80 	|z= 9.44	Accl:	|x= 0.12 	|y= 0.90 	|z= 9.76		
loadCell: 529.96Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.00 	|z= 0.00	Linear:	|x= 0.00 	|y= 0.00 	|z= -0.17	Mag:	|x= 2.38 	|y= -0.25 	|z= -20.50	Accl:	|x= 0.13 	|y= 0.89 	|z= 9.58	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 531.75Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.69 	|z= 0.06	Linear:	|x= 0.03 	|y= -0.07 	|z= -0.20	Mag:	|x= 3.06 	|y= 0.50 	|z= -20.50	Accl:	|x= 0.18 	|y= 0.98 	|z= 9.65	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 532.47Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.12 	|y= -0.06 	|z= 0.00	Linear:	|x= -0.09 	|y= -0.24 	|z= -0.28	Mag:	|x= 2.75 	|y= -0.56 	|z= -20.50	Accl:	|x= 0.03 	|y= 0.65 	|z= 9.47	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 533.46Orient:	|x= 359.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.44 	|z= -0.31	Linear:	|x= -0.01 	|y= -0.13 	|z= -0.22	Mag:	|x= 2.75 	|y= -0.25 	|z= -20.50	Accl:	|x= 0.11 	|y= 0.76 	|z= 9.54	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
