Orient:	|x= 359.00 	|y= 0.88 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.04 	|y= -0.02 	|z= -0.23	Mag:	|x= -10.69 	|y= 16.19loadCell: 751.61Orient:	|x= 359.00 	|y= 0.88 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.12 	|z= 0.00	Linear:	|x= -0.03 	|y= 0.00 	|z= -0.24	Mag:	|x= -11.00 	|y= 15.38 	|z= -32.88	Accl:	|16 	|y= 0.88 	|z= 9.76		
|y= 0.88 	|z= -5.13	x= -11.00 	|y= 16.87	
Rot:	|x= 0.06 	|y= -0.06 	|z= -0.06	Linear:	|x= -0.02 	|y= -0.01 	|z= -0.25	Mag:	|x= -11.00 	|y= 15.75 	|z= -34.50	Accl:	|x= 0.12 	|y= 0.87 	|z= 9.51	Accl:	|x= 0.16 	|y= 0.88 	|z= 9.76		
loadCell: 751.62Orient:	|x= 359.00 	|y= 0.88 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.06 	|z= 0.00	Linear:	|x= -0.03 	|y= -0.03 	|z= -0.24	Mag:	|x= -12.06 	|y= 16.56 	|z= -33.69	Accl:	|x= 0.12 	|y= 0.84 	|z= 9.51	Accl:	|x= 0.16 	|y= 0.88 	|z= 9.76		
loadCell: 718.45Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.12 	|y= -0.06 	|z= 0.00	Linear:	|x= 0.05 	|y= -0.03 	|z= -0.22	Mag:	|x= -7.56 	|y= 8.88 	|z= -22.50	Accl:	|x= 0.12 	|y= 0.85 	|z= 9.54	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.30Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.25 	|z= 0.00	Linear:	|x= 0.06 	|y= -0.01 	|z= -0.23	Mag:	|x= -6.75 	|y= 9.69 	|z= -20.87	Accl:	|x= 0.14 	|y= 0.85 	|z= 9.51	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.21Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.06 	|z= -0.06	Linear:	|x= 0.05 	|y= -0.03 	|z= -0.24	Mag:	|x= -6.75 	|y= 9.25 	|z= -20.87	Accl:	|x= 0.12 	|y= 0.84 	|z= 9.52	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.19Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.06 	|z= 0.06	Linear:	|x= 0.05 	|y= -0.02 	|z= -0.22	Mag:	|x= -7.88 	|y= 9.25 	|z= -21.69	Accl:	|x= 0.12 	|y= 0.85 	|z= 9.53	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.20Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= -0.06 	|y= -0.12 	|z= 0.00	Linear:	|x= 0.07 	|y= -0.03 	|z= -0.25	Mag:	|x= -6.75 	|y= 9.69 	|z= -22.06	Accl:	|x= 0.15 	|y= 0.85 	|z= 9.50	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.30Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.19 	|z= 0.00	Linear:	|x= 0.06 	|y= -0.04 	|z= -0.24	Mag:	|x= -6.50 	|y= 9.69 	|z= -22.50	Accl:	|x= 0.13 	|y= 0.84 	|z= 9.51	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.42Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.06 	|z= 0.12	Linear:	|x= 0.06 	|y= -0.01 	|z= -0.25	Mag:	|x= -6.50 	|y= 9.69 	|z= -21.25	Accl:	|x= 0.13 	|y= 0.87 	|z= 9.50	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.52Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.00 	|z= -0.12	Linear:	|x= 0.05 	|y= -0.03 	|z= -0.24	Mag:	|x= -7.19 	|y= 9.25 	|z= -22.06	Accl:	|x= 0.12 	|y= 0.84 	|z= 9.52	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.60Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.00 	|z= 0.06	Linear:	|x= 0.05 	|y= -0.02 	|z= -0.21	Mag:	|x= -8.25 	|y= 9.69 	|z= -22.50	Accl:	|x= 0.12 	|y= 0.86 	|z= 9.54	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.63Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.12 	|z= -0.06	Linear:	|x= 0.06 	|y= 0.00 	|z= -0.24	Mag:	|x= -6.75 	|y= 9.69 	|z= -21.69	Accl:	|x= 0.12 	|y= 0.85 	|z= 9.52	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.55Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.06 	|z= -0.06	Linear:	|x= 0.07 	|y= -0.04 	|z= -0.26	Mag:	|x= -6.50 	|y= 9.25 	|z= -20.87	Accl:	|x= 0.14 	|y= 0.84 	|z= 9.50	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.50Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.12 	|y= 0.12 	|z= -0.12	Linear:	|x= 0.07 	|y= -0.02 	|z= -0.26	Mag:	|x= -7.19 	|y= 9.69 	|z= -21.25	Accl:	|x= 0.14 	|y= 0.85 	|z= 9.50	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.46Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.25 	|z= -0.12	Linear:	|x= 0.04 	|y= -0.01 	|z= -0.23	Mag:	|x= -8.25 	|y= 9.25 	|z= -22.06	Accl:	|x= 0.13 	|y= 0.85 	|z= 9.51	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.40Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.00 	|z= -0.06	Linear:	|x= 0.07 	|y= -0.02 	|z= -0.27	Mag:	|x= -7.19 	|y= 10.06 	|z= -21.69	Accl:	|x= 0.14 	|y= 0.86 	|z= 9.49	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.36Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.06 	|z= 0.00	Linear:	|x= 0.06 	|y= -0.02 	|z= -0.24	Mag:	|x= -6.75 	|y= 9.69 	|z= -22.50	Accl:	|x= 0.13 	|y= 0.85 	|z= 9.51	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.38Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.06 	|z= 0.00	Linear:	|x= 0.06 	|y= -0.03 	|z= -0.23	Mag:	|x= -7.19 	|y= 9.25 	|z= -21.69	Accl:	|x= 0.14 	|y= 0.85 	|z= 9.50	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.41Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.19 	|z= -0.06	Linear:	|x= 0.07 	|y= -0.03 	|z= -0.23	Mag:	|x= -7.56 	|y= 9.69 	|z= -21.00	Accl:	|x= 0.14 	|y= 0.85 	|z= 9.53	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.51Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.00 	|z= -0.06	Linear:	|x= 0.04 	|y= -0.02 	|z= -0.23	Mag:	|x= -6.50 	|y= 9.25 	|z= -22.87	Accl:	|x= 0.11 	|y= 0.85 	|z= 9.53	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.56Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.00 	|z= 0.06	Linear:	|x= 0.06 	|y= -0.03 	|z= -0.25	Mag:	|x= -6.75 	|y= 9.25 	|z= -22.87	Accl:	|x= 0.12 	|y= 0.86 	|z= 9.52	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.58Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= -0.06 	|y= -0.06 	|z= 0.00	Linear:	|x= 0.06 	|y= -0.05 	|z= -0.24	Mag:	|x= -6.06 	|y= 8.88 	|z= -22.06	Accl:	|x= 0.13 	|y= 0.83 	|z= 9.52	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.53Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.00 	|z= 0.00	Linear:	|x= 0.05 	|y= -0.01 	|z= -0.25	Mag:	|x= -6.75 	|y= 9.69 	|z= -21.69	Accl:	|x= 0.12 	|y= 0.87 	|z= 9.50	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.50Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.12 	|z= -0.12	Linear:	|x= 0.05 	|y= 0.00 	|z= -0.24	Mag:	|x= -6.06 	|y= 10.06 	|z= -22.50	Accl:	|x= 0.14 	|y= 0.84 	|z= 9.52	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.44Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.00 	|z= -0.06	Linear:	|x= 0.05 	|y= -0.01 	|z= -0.24	Mag:	|x= -7.56 	|y= 9.69 	|z= -21.69	Accl:	|x= 0.12 	|y= 0.86 	|z= 9.52	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.41Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.06 	|z= 0.06	Linear:	|x= 0.06 	|y= -0.04 	|z= -0.22	Mag:	|x= -6.50 	|y= 9.25 	|z= -22.06	Accl:	|x= 0.13 	|y= 0.84 	|z= 9.53	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.41Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.12 	|z= 0.06	Linear:	|x= 0.07 	|y= -0.03 	|z= -0.27	Mag:	|x= -6.50 	|y= 9.25 	|z= -21.69	Accl:	|x= 0.14 	|y= 0.84 	|z= 9.49	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.42Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.06 	|z= 0.00	Linear:	|x= 0.06 	|y= -0.02 	|z= -0.21	Mag:	|x= -6.75 	|y= 9.25 	|z= -21.69	Accl:	|x= 0.13 	|y= 0.86 	|z= 9.54	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.46Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.12 	|z= -0.19	Linear:	|x= 0.07 	|y= -0.04 	|z= -0.24	Mag:	|x= -6.75 	|y= 10.06 	|z= -21.25	Accl:	|x= 0.13 	|y= 0.84 	|z= 9.51	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.52Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.12 	|y= -0.06 	|z= 0.06	Linear:	|x= 0.06 	|y= -0.03 	|z= -0.21	Mag:	|x= -7.19 	|y= 9.69 	|z= -21.69	Accl:	|x= 0.13 	|y= 0.84 	|z= 9.55	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.54Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.06 	|z= 0.00	Linear:	|x= 0.06 	|y= 0.00 	|z= -0.24	Mag:	|x= -6.75 	|y= 9.25 	|z= -22.87	Accl:	|x= 0.13 	|y= 0.87 	|z= 9.51	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.55Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.00 	|z= -0.12	Linear:	|x= 0.07 	|y= -0.02 	|z= -0.23	Mag:	|x= -6.75 	|y= 8.56 	|z= -22.50	Accl:	|x= 0.14 	|y= 0.87 	|z= 9.53	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.55Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.06 	|z= 0.06	Linear:	|x= 0.05 	|y= -0.01 	|z= -0.26	Mag:	|x= -7.56 	|y= 8.88 	|z= -22.50	Accl:	|x= 0.12 	|y= 0.87 	|z= 9.50	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.54Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.19 	|z= -0.06	Linear:	|x= 0.06 	|y= -0.02 	|z= -0.26	Mag:	|x= -7.19 	|y= 9.69 	|z= -22.75	Accl:	|x= 0.13 	|y= 0.86 	|z= 9.50	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.53Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.00 	|z= -0.06	Linear:	|x= 0.06 	|y= 0.00 	|z= -0.25	Mag:	|x= -6.50 	|y= 9.25 	|z= -21.25	Accl:	|x= 0.13 	|y= 0.89 	|z= 9.50	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.50Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.12 	|z= 0.06	Linear:	|x= 0.06 	|y= -0.03 	|z= -0.24	Mag:	|x= -6.75 	|y= 10.06 	|z= -22.06	Accl:	|x= 0.13 	|y= 0.85 	|z= 9.52	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.51Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.06 	|z= -0.06	Linear:	|x= 0.06 	|y= -0.03 	|z= -0.27	Mag:	|x= -7.88 	|y= 8.88 	|z= -22.50	Accl:	|x= 0.13 	|y= 0.85 	|z= 9.49	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.50Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.00 	|z= -0.06	Linear:	|x= 0.07 	|y= -0.03 	|z= -0.23	Mag:	|x= -7.56 	|y= 9.69 	|z= -21.25	Accl:	|x= 0.14 	|y= 0.84 	|z= 9.54	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.51rient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.19 	|z= 0.06	Linear:	|x= 0.05 	|y= -0.02 	|z= -0.22	Mag:	|x= -7.19 	|y= 9.25 	|z= -21.69	Accl:	|x= 0.12 	|y= 0.86 	|z= 9.53	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.54Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.12 	|y= 0.00 	|z= -0.06	Linear:	|x= 0.06 	|y= -0.03 	|z= -0.25	Mag:	|x= -6.75 	|y= 9.25 	|z= -21.69	Accl:	|x= 0.13 	|y= 0.84 	|z= 9.51	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.54Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.12 	|z= 0.12	Linear:	|x= 0.06 	|y= -0.02 	|z= -0.21	Mag:	|x= -6.75 	|y= 10.38 	|z= -22.87	Accl:	|x= 0.13 	|y= 0.85 	|z= 9.55	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.53Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.12 	|z= 0.00	Linear:	|x= 0.05 	|y= -0.02 	|z= -0.22	Mag:	|x= -6.50 	|y= 9.69 	|z= -22.06	Accl:	|x= 0.12 	|y= 0.85 	|z= 9.53	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.52Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.12 	|z= 0.06	Linear:	|x= 0.06 	|y= -0.01 	|z= -0.23	Mag:	|x= -7.19 	|y= 9.69 	|z= -22.50	Accl:	|x= 0.13 	|y= 0.86 	|z= 9.52	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.49Orient:	|x= 359.50 	|y= 0.37 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.00 	|z= -0.12	Linear:	|x= 0.05 	|y= -0.03 	|z= -0.26	Mag:	|x= -6.50 	|y= 10.06 	|z= -21.69	Accl:	|x= 0.12 	|y= 0.85 	|z= 9.50	Accl:	|x= 0.07 	|y= 0.88 	|z= 9.76		
loadCell: 718.43Orient:	|x= 359.56 	|y= 0.63 	|z= -5.13	Rot:	|x= 0.00 	|y= -1.00 	|z= -1.00	Linear:	|x= -0.03 	|y= 0.28 	|z= 0.45	Mag:	|x= -7.19 	|y= 10.06 	|z= -21.25	Accl:	|x= 0.07 	|y= 1.16 	|z= 10.22	Accl:	|x= 0.10 	|y= 0.88 	|z= 9.76		
loadCell: 718.37Orient:	|x= 359.50 	|y= 0.50 	|z= -5.13	Rot:	|x= -0.06 	|y= 1.25 	|z= 0.31	Linear:	|x= 0.29 	|y= 0.37 	|z= -0.32	Mag:	|x= -6.75 	|y= 9.25 	|z= -21.25	Accl:	|x= 0.53 	|y= 0.96 	|z= 9.42	Accl:	|x= 0.08 	|y= 0.88 	|z= 9.76		
loadCell: 718.18Orient:	|x= 359.56 	|y= 0.50 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.50 	|z= -0.31	Linear:	|x= -0.01 	|y= -0.13 	|z= 0.00	Mag:	|x= -6.50 	|y= 9.25 	|z= -20.50	Accl:	|x= 0.07 	|y= 0.74 	|z= 9.76	Accl:	|x= 0.09 	|y= 0.88 	|z= 9.76		
loadCell: 717.54Orient:	|x= 359.50 	|y= 0.50 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.63 	|z= -0.19	Linear:	|x= 0.13 	|y= -0.09 	|z= -0.41	Mag:	|x= -7.56 	|y= 10.06 	|z= -21.25	Accl:	|x= 0.22 	|y= 0.79 	|z= 9.35	Accl:	|x= 0.09 	|y= 0.88 	|z= 9.76		
loadCell: 717.58Orient:	|x= 359.50 	|y= 0.56 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.44 	|z= -0.19	Linear:	|x= 0.00 	|y= -0.08 	|z= -0.25	Mag:	|x= -6.50 	|y= 10.06 	|z= -21.69	Accl:	|x= 0.04 	|y= 0.68 	|z= 9.53	Accl:	|x= 0.10 	|y= 0.88 	|z= 9.76		
loadCell: 717.86Orient:	|x= 359.50 	|y= 0.56 	|z= -5.13	Rot:	|x= 0.19 	|y= -0.31 	|z= -0.37	Linear:	|x= 0.20 	|y= -0.23 	|z= -0.18	Mag:	|x= -7.19 	|y= 9.69 	|z= -22.75	Accl:	|x= 0.30 	|y= 0.64 	|z= 9.57	Accl:	|x= 0.10 	|y= 0.88 	|z= 9.76		
loadCell: 717.87Orient:	|x= 359.56 	|y= 0.56 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.00 	|z= -0.31	Linear:	|x= 0.00 	|y= -0.18 	|z= -0.14	Mag:	|x= -6.75 	|y= 9.69 	|z= -22.75	Accl:	|x= 0.10 	|y= 0.69 	|z= 9.61	Accl:	|x= 0.10 	|y= 0.88 	|z= 9.76		
loadCell: 717.84Orient:	|x= 359.56 	|y= 0.56 	|z= -5.13	Rot:	|x= -0.06 	|y= -0.19 	|z= -0.25	Linear:	|x= 0.11 	|y= -0.11 	|z= -0.16	Mag:	|x= -6.50 	|y= 9.25 	|z= -22.06	Accl:	|x= 0.25 	|y= 0.62 	|z= 9.45	Accl:	|x= 0.09 	|y= 0.88 	|z= 9.76		
loadCell: 717.55Orient:	|x= 359.56 	|y= 0.56 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.12 	|z= -0.25	Linear:	|x= -0.05 	|y= -0.16 	|z= -0.28	Mag:	|x= -6.75 	|y= 9.69 	|z= -23.25	Accl:	|x= 0.04 	|y= 0.72 	|z= 9.47	Accl:	|x= 0.10 	|y= 0.88 	|z= 9.76		
loadCell: 717.21Orient:	|x= 359.56 	|y= 0.75 	|z= -5.13	Rot:	|x= 0.06 	|y= -3.50 	|z= -0.19	Linear:	|x= 0.33 	|y= -0.04 	|z= 0.06	Mag:	|x= -6.50 	|y= 9.25 	|z= -22.50	Accl:	|x= 0.46 	|y= 0.84 	|z= 9.83	Accl:	|x= 0.13 	|y= 0.88 	|z= 9.76		
loadCell: 715.96Orient:	|x= 359.50 	|y= 0.69 	|z= -5.13	Rot:	|x= -0.06 	|y= 3.88 	|z= 0.69	Linear:	|x= -0.20 	|y= 0.00 	|z= -0.60	Mag:	|x= -6.75 	|y= 9.69 	|z= -21.69	Accl:	|x= -0.10 	|y= 0.95 	|z= 9.11	Accl:	|x= 0.11 	|y= 0.88 	|z= 9.76		
loadCell: 716.16Orient:	|x= 359.50 	|y= 0.81 	|z= -5.13	Rot:	|x= 0.19 	|y= -4.06 	|z= -0.81	Linear:	|x= 0.37 	|y= -0.05 	|z= 0.49	Mag:	|x= -7.88 	|y= 10.06 	|z= -21.25	Accl:	|x= 0.52 	|y= 0.82 	|z= 10.25	Accl:	|x= 0.15 	|y= 0.88 	|z= 9.76		
loadCell: 714.67Orient:	|x= 359.56 	|y= 0.69 	|z= -5.13	Rot:	|x= 0.00 	|y= 1.81 	|z= 0.50	Linear:	|x= -0.44 	|y= 0.25 	|z= -0.73	Mag:	|x= -7.56 	|y= 9.69 	|z= -22.87	Accl:	|x= -0.21 	|y= 1.08 	|z= 9.06	Accl:	|x= 0.12 	|y= 0.88 	|z= 9.76		
loadCell: 715.04Orient:	|x= 359.56 	|y= 0.75 	|z= -5.13	Rot:	|x= 0.12 	|y= 1.44 	|z= -0.25	Linear:	|x= 0.18 	|y= 0.01 	|z= -0.16	Mag:	|x= -7.19 	|y= 9.25 	|z= -21.69	Accl:	|x= 0.31 	|y= 0.89 	|z= 9.60	Accl:	|x= 0.13 	|y= 0.88 	|z= 9.76		
loadCell: 713.25Orient:	|x= 359.50 	|y= 0.69 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.12 	|z= 0.00	Linear:	|x= 0.14 	|y= 0.04 	|z= -0.09	Mag:	|x= -6.69 	|y= 9.25 	|z= -22.06	Accl:	|x= 0.26 	|y= 0.92 	|z= 9.66	Accl:	|x= 0.12 	|y= 0.88 	|z= 9.76		
loadCell: 712.90Orient:	|x= 359.50 	|y= 0.63 	|z= -5.13	Rot:	|x= 0.06 	|y= 1.50 	|z= 0.25	Linear:	|x= 0.25 	|y= -0.04 	|z= 0.01	Mag:	|x= -7.50 	|y= 8.88 	|z= -21.69	Accl:	|x= 0.28 	|y= 0.90 	|z= 9.68	Accl:	|x= 0.11 	|y= 0.88 	|z= 9.76		
loadCell: 712.48Orient:	|x= 359.50 	|y= 0.63 	|z= -5.13	Rot:	|x= 0.00 	|y= -1.12 	|z= -0.25	Linear:	|x= 0.20 	|y= -0.04 	|z= 0.04	Mag:	|x= -7.06 	|y= 10.06 	|z= -21.69	Accl:	|x= 0.31 	|y= 0.83 	|z= 9.81	Accl:	|x= 0.10 	|y= 0.88 	|z= 9.76		
loadCell: 712.18Orient:	|x= 359.50 	|y= 0.63 	|z= -5.13	Rot:	|x= -0.19 	|y= -0.25 	|z= 0.12	Linear:	|x= 0.04 	|y= -0.02 	|z= -0.18	Mag:	|x= -7.06 	|y= 10.06 	|z= -22.50	Accl:	|x= 0.14 	|y= 0.86 	|z= 9.57	Accl:	|x= 0.10 	|y= 0.88 	|z= 9.76		
loadCell: 712.53Orient:	|x= 359.50 	|y= 0.63 	|z= -5.13	Rot:	|x= -0.06 	|y= -0.31 	|z= -0.19	Linear:	|x= 0.00 	|y= -0.02 	|z= -0.25	Mag:	|x= -6.69 	|y= 10.06 	|z= -22.06	Accl:	|x= 0.18 	|y= 0.82 	|z= 9.61	Accl:	|x= 0.10 	|y= 0.88 	|z= 9.76		
loadCell: 713.59Orient:	|x= 359.50 	|y= 0.63 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.00 	|z= 0.00	Linear:	|x= -0.05 	|y= -0.04 	|z= -0.36	Mag:	|x= -7.06 	|y= 10.38 	|z= -22.50	Accl:	|x= 0.05 	|y= 0.83 	|z= 9.40	Accl:	|x= 0.10 	|y= 0.88 	|z= 9.76		
loadCell: 713.76Orient:	|x= 359.50 	|y= 0.63 	|z= -5.13	Rot:	|x= 0.12 	|y= 0.37 	|z= 0.06	Linear:	|x= 0.00 	|y= -0.01 	|z= -0.29	Mag:	|x= -7.06 	|y= 10.06 	|z= -21.69	Accl:	|x= 0.11 	|y= 0.86 	|z= 9.47	Accl:	|x= 0.11 	|y= 0.88 	|z= 9.76		
loadCell: 714.29Orient:	|x= 359.50 	|y= 0.63 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.06 	|z= -0.06	Linear:	|x= 0.02 	|y= -0.02 	|z= -0.24	Mag:	|x= -6.69 	|y= 9.25 	|z= -20.50	Accl:	|x= 0.14 	|y= 0.83 	|z= 9.55	Accl:	|x= 0.11 	|y= 0.88 	|z= 9.76		
loadCell: 713.90Orient:	|x= 359.50 	|y= 0.63 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.19 	|z= -0.06	Linear:	|x= 0.00 	|y= -0.01 	|z= -0.25	Mag:	|x= -7.50 	|y= 9.69 	|z= -21.69	Accl:	|x= 0.10 	|y= 0.86 	|z= 9.51	Accl:	|x= 0.11 	|y= 0.88 	|z= 9.76		
loadCell: 713.56Orient:	|x= 359.50 	|y= 0.63 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.06 	|z= 0.06	Linear:	|x= 0.05 	|y= -0.03 	|z= -0.17	Mag:	|x= -7.06 	|y= 9.25 	|z= -22.06	Accl:	|x= 0.17 	|y= 0.84 	|z= 9.59	Accl:	|x= 0.11 	|y= 0.88 	|z= 9.76		
loadCell: 713.44Orient:	|x= 359.50 	|y= 0.63 	|z= -5.13	Rot:	|x= -0.06 	|y= -0.19 	|z= -0.12	Linear:	|x= 0.01 	|y= -0.03 	|z= -0.21	Mag:	|x= -7.50 	|y= 8.88 	|z= -22.50	Accl:	|x= 0.12 	|y= 0.84 	|z= 9.54	Accl:	|x= 0.11 	|y= 0.88 	|z= 9.76		
loadCell: 713.56Orient:	|x= 359.50 	|y= 0.63 	|z= -5.13	Rot:	|x= 0.12 	|y= 0.31 	|z= 0.00	Linear:	|x= 0.01 	|y= -0.02 	|z= -0.24	Mag:	|x= -7.50 	|y= 9.25 	|z= -21.25	Accl:	|x= 0.12 	|y= 0.85 	|z= 9.52	Accl:	|x= 0.11 	|y= 0.88 	|z= 9.76		
